ZIP_CODE,STATE,MEDIA AND INFORMATION INDEX,CONTENT CREATION AND COMPUTATIONAL INDEX
1001,MA,2.9335818410691723,3.1785544681324738
1002,MA,3.6183171829992,3.097832790129811
1005,MA,2.84117586757162,3.129230396516711
1007,MA,3.043069024070258,3.1984556553060592
1008,MA,3.265446060013242,2.673532975277782
1010,MA,3.1702477316144204,3.204579188369525
1011,MA,2.048524408354316,1.7795247832383876
1012,MA,3.2533654562356427,2.4873405369453736
1013,MA,2.90053594719659,3.189495147152934
1020,MA,3.0421716607819365,3.222984955062048
1022,MA,2.635305996677997,2.9759215639649352
1026,MA,3.270504728832983,2.7095073242152283
1027,MA,3.027178170656508,3.1914854551393894
1028,MA,3.179670211498751,3.2148799373269767
1030,MA,2.979091816736352,2.9535783784405334
1031,MA,2.9791907092218533,1.914737218995792
1032,MA,2.3559827838264726,3.051604652767512
1033,MA,2.934235641806314,3.311276872102592
1034,MA,3.5091831386846524,2.7224323484801274
1035,MA,3.3106230754775567,2.818794575097585
1036,MA,3.079355652099089,3.13778730524672
1037,MA,2.494069069370047,2.774668390066391
1038,MA,3.0224523344147385,2.7050753925327404
1039,MA,3.052203796682062,2.41766869416784
1040,MA,2.979790993602734,3.1809254533361653
1050,MA,2.9128845809213906,2.150806599850848
1053,MA,3.0074083074093934,2.0899685006217985
1054,MA,3.231632400158195,2.711545508589439
1056,MA,2.9465804160962,3.169422476943814
1057,MA,2.779166044954271,3.1431083303857634
1060,MA,3.2707230046453546,3.1095318608648808
1062,MA,3.294342553288156,3.1853217225602823
1068,MA,0.7764153371956611,1.012950267764783
1069,MA,2.8903650477543925,3.2316735906663103
1070,MA,3.3473067570202177,2.467280013075861
1071,MA,3.0685008263038283,2.964271623501068
1072,MA,3.616214087522609,2.8453263717307515
1073,MA,3.193142780690578,3.1208757533916915
1074,MA,2.1575345726562403,2.270191412322521
1075,MA,3.0755530994093205,3.211583285690414
1077,MA,2.99887848502106,2.867395965417023
1080,MA,2.57938167905271,3.0579588664632675
1081,MA,2.573322946945918,3.18400901425352
1082,MA,2.7550367278974504,3.327694286342317
1083,MA,2.544404367433846,3.354364638582685
1085,MA,3.0116915895294194,3.145359180766245
1088,MA,2.483630951200875,1.8961937576966712
1089,MA,2.954643891745608,3.166203206355818
1092,MA,2.545430298088742,2.4643211802519334
1095,MA,2.933513084977303,3.237594423109248
1096,MA,3.59245270428024,3.0787150343169394
1098,MA,2.384141077364986,2.7270052295611946
1103,MA,3.0853039295392835,2.710955936066651
1104,MA,2.884517338516136,3.166127413920956
1105,MA,2.853059793655256,2.918916148611878
1106,MA,3.5023620419640347,3.2074175005454264
1107,MA,3.0029047398355315,3.3441984681587504
1108,MA,2.90557663491184,3.13669604999817
1109,MA,2.9666710707550523,3.157543943302813
1118,MA,2.943500172118744,3.212336243442884
1119,MA,3.122310462290212,2.9879085391348186
1128,MA,3.149402252540342,2.720907256175944
1129,MA,3.022290137590654,2.957765072239304
1151,MA,2.9776155188595466,3.225137023680997
1201,MA,2.986953679067243,3.147146295424557
1220,MA,2.810785110201277,2.9074823456940058
1222,MA,2.879764741550511,2.0402838729763064
1223,MA,3.4620505665660266,3.02532773806782
1225,MA,2.564515042754788,2.515035867768783
1226,MA,3.0162300736195027,3.4579885335716867
1230,MA,3.539456522952688,3.180881782955568
1235,MA,2.8351770405285044,2.668086483630108
1236,MA,3.096951523709979,1.746571279730788
1237,MA,3.115561738438339,3.3487362142920416
1238,MA,3.3389853892997494,3.127645064565637
1240,MA,3.3589268412746627,3.407404632100298
1243,MA,1.8374209250259728,1.4166376395155178
1245,MA,3.702787156752017,2.569345303517541
1247,MA,2.880356588913429,3.2357236531359583
1253,MA,3.5208427292373656,2.909889919895436
1254,MA,3.947649959045582,2.5817897910226666
1255,MA,3.137608387153711,2.374457546146425
1256,MA,3.218452842711673,2.8850725292334767
1257,MA,2.930613149180124,3.200817668261563
1258,MA,3.9063088500849568,1.814452011776781
1259,MA,3.5019374649675385,2.126189906894222
1262,MA,3.402170533211021,2.386802621936894
1264,MA,3.8228661860938353,1.6061551652209107
1266,MA,3.2385735729574705,2.286962757785446
1267,MA,3.145896374819752,3.2381367882266856
1270,MA,3.340425114721154,1.4266774206742223
1301,MA,3.0047997596633387,3.128329564189714
1330,MA,3.227845470120064,2.857635566110095
1331,MA,2.7623639536788955,3.0559529346682845
1337,MA,3.681094765756339,3.1010753496892223
1338,MA,2.3722682264505743,0.8600968911944306
1339,MA,2.845181489033266,2.540233643852745
1340,MA,3.2367227262335363,2.8574725327948864
1341,MA,3.376967543784425,3.237100470256293
1342,MA,3.426614325918546,2.834171925176564
1343,MA,0.8806002432121341,0.559692785090182
1344,MA,2.486333938789004,2.6209346302513628
1346,MA,1.8531592666858343,0.4643706324313932
1349,MA,2.9652668278861336,2.407518174951324
1351,MA,2.6732945183194987,1.8009214023624387
1354,MA,2.685121454166234,3.0338968479432604
1355,MA,2.944859310288129,2.523598131116356
1360,MA,2.878976240321072,2.787030075087801
1364,MA,2.8966174298806817,3.1856858777340245
1366,MA,3.332177302559974,3.1581052541763865
1367,MA,3.3240066373889063,2.7966530125796147
1368,MA,2.474768457188953,2.649465384334342
1370,MA,3.1615429725645705,2.981116611494205
1373,MA,3.403660411720202,2.9838387020235144
1375,MA,3.3785506271294907,3.226908584915111
1376,MA,2.872485091617935,3.2605086500053004
1378,MA,3.278378547016095,2.45171965118264
1379,MA,3.4111125711681445,2.3676181730325183
1420,MA,2.989710650442432,3.211543588393192
1430,MA,2.997186866768542,2.9661152778230297
1431,MA,3.000744339254928,2.9527405876528743
1432,MA,3.479173257170121,3.191357959756591
1434,MA,3.838028159083657,2.5993452735911653
1436,MA,2.8568837479082823,3.02419395171455
1440,MA,2.955981906670771,3.153684160845424
1450,MA,3.4393615166936584,3.1969891674955506
1451,MA,3.595597032772952,3.293930218369107
1452,MA,3.224742823280782,2.855896884577471
1453,MA,3.11968413786146,3.2758184509204726
1460,MA,3.682803954943745,3.178549958324989
1462,MA,3.232658258602875,3.061795492004944
1463,MA,3.3988840515024514,3.1866708818563483
1464,MA,3.317601977509889,3.201530710751089
1468,MA,2.9097642768486844,2.905325726413703
1469,MA,3.0019984781715774,3.0292950966524548
1473,MA,3.0080756837862515,3.131203415746868
1474,MA,2.895771255026189,3.2093097164790856
1475,MA,2.8994517307452403,3.0949148207916446
1501,MA,3.036779556837171,3.141915248538751
1503,MA,3.503814115006533,3.326240599599204
1504,MA,3.0916537488888656,2.921709320519599
1505,MA,3.4454000437676,2.684651721583195
1506,MA,3.040786101489984,2.858434500538232
1507,MA,2.982673809081911,3.1014379906346603
1510,MA,3.249608359019812,3.27082525374152
1515,MA,3.6649064399363818,2.974743820978316
1516,MA,3.047380347892477,3.271686286275385
1518,MA,3.120247050171709,2.7385130800381647
1519,MA,3.4110242696048245,3.24884967766089
1520,MA,3.181345525455753,3.2292964354038007
1521,MA,2.9570185606970063,2.5428864935652333
1522,MA,3.4057551917548694,2.93145834760184
1523,MA,3.070463789577572,3.184105201985033
1524,MA,2.92528705554235,3.0132857355929046
1527,MA,3.114463328491639,3.044792066422702
1529,MA,2.88235752367327,2.8523054421627783
1531,MA,2.937418933986893,3.277546304808053
1532,MA,3.583803187979872,3.314457765539719
1534,MA,3.237820992116847,3.0954246789025577
1535,MA,3.0151998908659365,2.9917594122430664
1536,MA,3.2847512748561085,3.486838156585337
1537,MA,3.2250398399587814,3.257389013339176
1540,MA,2.967776588152194,3.2055764593762723
1541,MA,3.3791445460554264,3.1519055624775163
1542,MA,3.0562179496087643,3.136409961391605
1543,MA,3.206042927037182,3.330703620042321
1545,MA,3.447814306168213,3.250357795860604
1550,MA,2.984698858504325,3.172574951105501
1560,MA,3.2542442055005,3.0144899626629096
1562,MA,2.999205882498157,3.0563417454861748
1564,MA,3.278980594568219,3.1845414181145104
1566,MA,3.0188861112953544,3.042790877466058
1568,MA,3.1623726159524588,3.201246029359792
1569,MA,3.124754084666036,3.346475651873953
1570,MA,2.926370378735654,3.2876109463660312
1571,MA,2.9409667704998204,3.132319700641239
1581,MA,3.7081291054315,3.181379200482399
1583,MA,3.348272527136188,3.1638654009442737
1585,MA,2.876454108319457,3.057493011692199
1588,MA,3.2301389369622613,3.16767036212133
1590,MA,3.1642482925059507,2.8468016369850857
1602,MA,3.0376436342197257,3.1117990467392977
1603,MA,3.049086282980089,3.280148564619896
1604,MA,3.081005590254287,3.1836540633769355
1605,MA,3.0500213629232946,3.1648918875651644
1606,MA,3.017578691416575,3.133902584602711
1607,MA,2.9381833843871883,3.0585032246529056
1608,MA,1.276390049794819,1.6517296668861874
1609,MA,3.2094369136271945,3.1181932421405034
1610,MA,3.2503286636294733,3.088233664656609
1611,MA,3.0218208752257696,2.6798875292494584
1612,MA,3.181593139080681,2.809117265670072
1701,MA,3.56325536362172,3.245912839301857
1702,MA,3.36111253065694,3.1464346450289336
1718,MA,3.1364753051710443,2.5033242858008062
1719,MA,3.646791506752104,2.537879151898237
1720,MA,3.674731111097707,3.286344217450238
1721,MA,3.47252115967286,3.421696535478442
1730,MA,3.775503187481668,3.1795432269947184
1731,MA,3.3713366422565807,3.195507093690282
1740,MA,3.2822388676360887,3.248652459110101
1741,MA,3.758005620807997,2.95201269654863
1742,MA,3.809544529692445,3.200237628790634
1745,MA,4.5160577632480585,2.0197791886177336
1746,MA,3.4393024205127305,3.1529870156803432
1747,MA,3.415543210181665,2.741733260317773
1748,MA,3.6011262671676194,3.467472996933977
1749,MA,3.3692792323713427,3.242627159792279
1752,MA,3.3694773257756694,3.222257202189341
1754,MA,3.4593309511595907,3.23626422271264
1756,MA,3.2255675336156826,3.1417576647654304
1757,MA,3.229476611257314,3.18061928128578
1760,MA,3.667281561599298,3.215693678487824
1770,MA,3.7823950496030334,3.3756274976197096
1772,MA,3.292479490837542,3.125679659688416
1773,MA,3.7447539946278434,3.214416356068301
1775,MA,3.620162928845988,2.9754804423978767
1776,MA,3.8600521010631503,3.2404287778338685
1778,MA,4.047187357015947,3.3052796223660224
1801,MA,3.407026676257048,3.255845666973224
1803,MA,3.447824782781466,3.2751825938711483
1810,MA,3.554802807615019,3.2871731378601714
1821,MA,3.1422248739459646,3.189341534902141
1824,MA,3.469330187899388,3.106127836246272
1826,MA,3.005971631378974,3.2199042822204
1827,MA,3.162149184755245,2.7705681998650755
1830,MA,3.1043514785906594,3.216185107094008
1832,MA,3.115223821796403,3.203880786018118
1833,MA,3.2654293667392613,3.193360600385495
1834,MA,3.1822762953793147,3.2134235627506085
1835,MA,3.1310912090435634,3.237387153034418
1840,MA,3.0918373465002778,3.102642203306095
1841,MA,2.863701241209255,3.379104284411508
1843,MA,2.950331510175108,3.089789059241862
1844,MA,3.018545941167093,3.2126727287384966
1845,MA,3.302589366431905,3.1604007314249705
1850,MA,2.91079098285637,3.350360520013267
1851,MA,2.958205889945007,3.2051632965083767
1852,MA,2.996336638635884,3.1665199846983265
1854,MA,3.0991089386603448,3.1320175556180967
1860,MA,3.3378959777947337,3.041768534092863
1862,MA,3.2564766614165626,3.2660731939119523
1863,MA,3.329907433277362,3.5635263951392675
1864,MA,3.3369791816483128,3.340842015373687
1867,MA,3.443084500210319,3.240427558307497
1876,MA,3.228600933440821,3.2912331393664145
1879,MA,3.2728725978061,3.0342618118062874
1880,MA,3.357712953422343,3.2745114953948784
1886,MA,3.541131630033904,3.177166192465448
1887,MA,2.2255633192201856,1.046165177916356
1890,MA,3.4318732786142774,3.315744828909316
1901,MA,3.330944396960264,2.927629782583748
1902,MA,2.9897613252664303,3.233065192765861
1904,MA,2.912658969366382,3.185882655894516
1905,MA,2.9938765554114024,3.217971201461514
1906,MA,3.0489135160395846,3.2110711511345635
1907,MA,3.21167837666982,3.2500585164896414
1908,MA,3.3536549147395327,3.2769802749196897
1913,MA,3.328495568698073,3.1615656531457774
1915,MA,3.389968875829504,3.351051870423776
1921,MA,3.6410986732184383,3.2170622598532383
1922,MA,3.172117681899634,3.2838159526977933
1923,MA,3.258313775759626,3.215796823932385
1929,MA,3.203251109473512,3.4315449398920643
1930,MA,3.3868358143693897,3.1043660414219176
1938,MA,3.4633929058638344,3.162289151609065
1940,MA,3.5471821567316626,3.4161025113274675
1944,MA,3.3783734710546867,3.3731114809496106
1945,MA,3.704317142591204,3.283416954754541
1949,MA,3.3051371715520927,2.9831734183052063
1950,MA,2.6639233136460088,1.8978719948713147
1951,MA,3.330788258423902,3.1536190849599937
1952,MA,3.063318563815589,3.19600860045242
1960,MA,3.199952266908773,3.28021469590177
1966,MA,3.3047561686795044,3.167883942044445
1969,MA,1.9024293741317315,3.0995425898932893
1970,MA,3.270826977351335,3.2855871226944373
1982,MA,3.5658161883719486,3.472400657106069
1983,MA,3.545084713812579,3.220240840404008
1984,MA,3.6819084412446856,3.2088857210752835
1985,MA,3.571714555047862,3.2314050174596574
2019,MA,3.2190926493633043,3.180029316954344
2021,MA,3.4143517994041432,3.312942245506696
2025,MA,3.687631985096487,3.3038111073535767
2026,MA,3.377396026544214,3.3219582546467654
2030,MA,3.928124762618808,3.279219235124568
2032,MA,3.353276194835901,3.3221854923573133
2035,MA,3.3665360029156823,3.356262433869865
2038,MA,3.3329116001503065,3.29281469335552
2043,MA,3.414097529144447,3.297817628233465
2045,MA,3.331401206087129,2.317750077349153
2048,MA,3.281913682768608,3.1024565605015644
2050,MA,3.491334374660183,3.228059716966283
2052,MA,3.5158600504374498,3.3628549484755204
2053,MA,3.3209660803971346,3.263263890402377
2054,MA,3.3497335608636547,3.219974739742047
2056,MA,3.5290662104327355,3.2514865922460165
